cell_id;min_lat;min_lon;max_lat;max_lon;line;column;matrix_id
749;46,48;133,74;47,66;135,78;24;29;vertical_shift
755;47,66;84,78;48,84;86,82;25;5;vertical_shift
756;47,66;86,82;48,84;88,86;25;6;vertical_shift
757;47,66;88,86;48,84;90,9;25;7;vertical_shift
758;47,66;90,9;48,84;92,94;25;8;vertical_shift
770;47,66;115,38;48,84;117,42;25;20;vertical_shift
771;47,66;117,42;48,84;119,46;25;21;vertical_shift
772;47,66;119,46;48,84;121,5;25;22;vertical_shift
773;47,66;121,5;48,84;123,54;25;23;vertical_shift
774;47,66;123,54;48,84;125,58;25;24;vertical_shift
775;47,66;125,58;48,84;127,62;25;25;vertical_shift
776;47,66;127,62;48,84;129,66;25;26;vertical_shift
777;47,66;129,66;48,84;131,7;25;27;vertical_shift
778;47,66;131,7;48,84;133,74;25;28;vertical_shift
779;47,66;133,74;48,84;135,78;25;29;vertical_shift
786;48,84;86,82;50,02;88,86;26;6;vertical_shift
787;48,84;88,86;50,02;90,9;26;7;vertical_shift
800;48,84;115,38;50,02;117,42;26;20;vertical_shift
801;48,84;117,42;50,02;119,46;26;21;vertical_shift
802;48,84;119,46;50,02;121,5;26;22;vertical_shift
803;48,84;121,5;50,02;123,54;26;23;vertical_shift
804;48,84;123,54;50,02;125,58;26;24;vertical_shift
805;48,84;125,58;50,02;127,62;26;25;vertical_shift
806;48,84;127,62;50,02;129,66;26;26;vertical_shift
807;48,84;129,66;50,02;131,7;26;27;vertical_shift
832;50,02;119,46;51,2;121,5;27;22;vertical_shift
833;50,02;121,5;51,2;123,54;27;23;vertical_shift
834;50,02;123,54;51,2;125,58;27;24;vertical_shift
835;50,02;125,58;51,2;127,62;27;25;vertical_shift
836;50,02;127,62;51,2;129,66;27;26;vertical_shift
862;51,2;119,46;52,38;121,5;28;22;vertical_shift
863;51,2;121,5;52,38;123,54;28;23;vertical_shift
864;51,2;123,54;52,38;125,58;28;24;vertical_shift
865;51,2;125,58;52,38;127,62;28;25;vertical_shift
